idx,pw_us,freq_hz,subject,peak_torque_Nm,time_to_peak_s,mean_torque_Nm,torque_rms_Nm,rise_slope_Nm_s
2654,291,33,4,0.8842,1.87,0.8467,0.8546,1.7718
2655,291,33,5,1.2756,1.96,1.2117,1.2185,2.4445
2656,291,33,6,3.1927,1.96,3.0124,3.047,6.3185
2657,291,33,7,0.4603,1.87,0.4345,0.4395,0.9096
2658,291,33,8,1.5782,1.87,1.485,1.5032,3.1202
2659,291,33,9,0.837,1.96,0.8015,0.8059,1.6295
2660,291,33,10,1.9032,1.96,1.7969,1.8134,3.7022
2661,291,33,average,1.5016,1.87,1.428,1.4408,2.9589
2662,292,33,1,0.9906,1.87,0.9486,0.9567,1.9721
2663,292,33,2,2.4795,1.96,2.3724,2.3936,4.9577
2664,292,33,3,1.3611,1.96,1.3057,1.3165,2.7156
2665,292,33,4,0.8878,1.87,0.8501,0.8581,1.779
2666,292,33,5,1.2793,1.96,1.2153,1.222,2.4516
2667,292,33,6,3.1971,1.96,3.0165,3.0511,6.327
2668,292,33,7,0.4605,1.87,0.4347,0.4397,0.91
2669,292,33,8,1.5798,1.87,1.4864,1.5047,3.1233
2670,292,33,9,0.8385,1.96,0.8029,0.8073,1.6324
2671,292,33,10,1.9062,1.96,1.7997,1.8163,3.7081
2672,292,33,average,1.5049,1.87,1.431,1.4439,2.9653
2673,293,33,1,0.9925,1.87,0.9504,0.9585,1.9758
2674,293,33,2,2.4798,1.96,2.3727,2.3939,4.9584
2675,293,33,3,1.3658,1.96,1.3102,1.321,2.7248
2676,293,33,4,0.8913,1.87,0.8535,0.8615,1.7861
2677,293,33,5,1.2831,1.96,1.2188,1.2256,2.4587
2678,293,33,6,3.2015,1.96,3.0205,3.0552,6.3355
2679,293,33,7,0.4607,1.87,0.4349,0.4399,0.9104
2680,293,33,8,1.5814,1.87,1.4879,1.5062,3.1263
2681,293,33,9,0.84,1.96,0.8043,0.8088,1.6353
2682,293,33,10,1.9093,1.96,1.8026,1.8191,3.714
2683,293,33,average,1.5081,1.87,1.4341,1.447,2.9716
2684,294,33,1,0.9943,1.87,0.9521,0.9603,1.9795
2685,294,33,2,2.4802,1.96,2.3731,2.3942,4.9591
2686,294,33,3,1.3704,1.96,1.3146,1.3255,2.734
2687,294,33,4,0.8949,1.87,0.8569,0.8649,1.7931
2688,294,33,5,1.2868,1.96,1.2223,1.2291,2.4657
2689,294,33,6,3.2057,1.96,3.0245,3.0592,6.3438
2690,294,33,7,0.4609,1.87,0.435,0.4401,0.9108
2691,294,33,8,1.5829,1.87,1.4893,1.5076,3.1293
2692,294,33,9,0.8415,1.96,0.8057,0.8102,1.6381
2693,294,33,10,1.9123,1.96,1.8054,1.822,3.7198
2694,294,33,average,1.5113,1.87,1.4371,1.45,2.9778
2695,295,33,1,0.9962,1.87,0.9539,0.962,1.9831
2696,295,33,2,2.4805,1.96,2.3734,2.3946,4.9597
2697,295,33,3,1.3751,1.96,1.319,1.3299,2.7431
2698,295,33,4,0.8984,1.87,0.8603,0.8683,1.8002
2699,295,33,5,1.2905,1.96,1.2257,1.2326,2.4726
2700,295,33,6,3.21,1.96,3.0285,3.0632,6.3521
2701,295,33,7,0.4611,1.87,0.4352,0.4403,0.9112
2702,295,33,8,1.5844,1.87,1.4908,1.5091,3.1323
2703,295,33,9,0.843,1.96,0.8071,0.8116,1.641
2704,295,33,10,1.9153,1.96,1.8082,1.8248,3.7255
2705,295,33,average,1.5145,1.87,1.4401,1.453,2.984
2706,296,33,1,0.998,1.87,0.9556,0.9638,1.9867
2707,296,33,2,2.4808,1.96,2.3737,2.3949,4.9604
2708,296,33,3,1.3797,1.96,1.3234,1.3344,2.7523
2709,296,33,4,0.9019,1.87,0.8637,0.8717,1.8072
2710,296,33,5,1.2942,1.96,1.2292,1.236,2.4796
2711,296,33,6,3.2142,1.96,3.0324,3.0672,6.3602
2712,296,33,7,0.4613,1.87,0.4354,0.4404,0.9116
2713,296,33,8,1.5859,1.87,1.4922,1.5105,3.1353
2714,296,33,9,0.8444,1.96,0.8085,0.813,1.6438
2715,296,33,10,1.9182,1.96,1.811,1.8276,3.7312
2716,296,33,average,1.5177,1.87,1.4431,1.4561,2.9902
2717,297,33,1,0.9998,1.87,0.9573,0.9655,1.9902
2718,297,33,2,2.4812,1.96,2.374,2.3952,4.961
2719,297,33,3,1.3843,1.96,1.3278,1.3388,2.7614
2720,297,33,4,0.9054,1.87,0.867,0.8751,1.8142
2721,297,33,5,1.2978,1.96,1.2326,1.2395,2.4865
2722,297,33,6,3.2183,1.96,3.0363,3.0711,6.3683
2723,297,33,7,0.4615,1.87,0.4356,0.4406,0.912
2724,297,33,8,1.5874,1.87,1.4936,1.5119,3.1382
2725,297,33,9,0.8459,1.96,0.8099,0.8144,1.6466
2726,297,33,10,1.9212,1.96,1.8137,1.8304,3.7368
2727,297,33,average,1.5208,1.87,1.4461,1.459,2.9963
2728,298,33,1,1.0015,1.87,0.959,0.9672,1.9937
2729,298,33,2,2.4815,1.96,2.3743,2.3955,4.9616
2730,298,33,3,1.3889,1.96,1.3322,1.3432,2.7705
2731,298,33,4,0.9089,1.87,0.8703,0.8784,1.8211
2732,298,33,5,1.3015,1.96,1.2361,1.2429,2.4933
2733,298,33,6,3.2224,1.96,3.0401,3.075,6.3763
2734,298,33,7,0.4617,1.87,0.4358,0.4408,0.9123
2735,298,33,8,1.5889,1.87,1.495,1.5133,3.1411
2736,298,33,9,0.8473,1.96,0.8113,0.8158,1.6494
2737,298,33,10,1.9241,1.96,1.8164,1.8331,3.7424
2738,298,33,average,1.5239,1.87,1.449,1.462,3.0024
2739,299,33,1,1.0033,1.87,0.9607,0.9689,1.9972
2740,299,33,2,2.4818,1.96,2.3746,2.3958,4.9622
2741,299,33,3,1.3935,1.96,1.3366,1.3476,2.7795
2742,299,33,4,0.9124,1.87,0.8736,0.8818,1.828
2743,299,33,5,1.3051,1.96,1.2395,1.2464,2.5001
2744,299,33,6,3.2264,1.96,3.0439,3.0788,6.3842
2745,299,33,7,0.4619,1.87,0.4359,0.441,0.9127
2746,299,33,8,1.5903,1.87,1.4963,1.5147,3.144
2747,299,33,9,0.8488,1.96,0.8127,0.8172,1.6522
2748,299,33,10,1.927,1.96,1.8192,1.8359,3.748
2749,299,33,average,1.527,1.87,1.4519,1.465,3.0084
2750,300,33,1,1.005,1.87,0.9623,0.9705,2.0006
2751,300,33,2,2.4821,1.96,2.3749,2.396,4.9628
2752,300,33,3,1.3981,1.96,1.3409,1.352,2.7886
2753,300,33,4,0.9158,1.87,0.8769,0.8851,1.8348
2754,300,33,5,1.3087,1.96,1.2429,1.2498,2.5069
2755,300,33,6,3.2304,1.96,3.0476,3.0826,6.392
2756,300,33,7,0.462,1.87,0.4361,0.4411,0.9131
2757,300,33,8,1.5918,1.87,1.4977,1.516,3.1468
2758,300,33,9,0.8502,1.96,0.814,0.8185,1.6549
2759,300,33,10,1.9298,1.96,1.8218,1.8386,3.7535
2760,300,33,average,1.5301,1.87,1.4548,1.4679,3.0144
2761,301,33,1,1.0067,1.87,0.9639,0.9722,2.004
2762,301,33,2,2.4824,1.96,2.3751,2.3963,4.9634
2763,301,33,3,1.4026,1.96,1.3453,1.3564,2.7976
2764,301,33,4,0.9192,1.87,0.8802,0.8884,1.8417
2765,301,33,5,1.3123,1.96,1.2462,1.2532,2.5137
2766,301,33,6,3.2344,1.96,3.0513,3.0863,6.3997
2767,301,33,7,0.4622,1.87,0.4363,0.4413,0.9134
2768,301,33,8,1.5932,1.87,1.499,1.5174,3.1496
2769,301,33,9,0.8516,1.96,0.8154,0.8199,1.6577
2770,301,33,10,1.9327,1.96,1.8245,1.8413,3.7589
2771,301,33,average,1.5331,1.87,1.4577,1.4708,3.0203
2772,302,33,1,1.0084,1.87,0.9656,0.9738,2.0073
2773,302,33,2,2.4826,1.96,2.3754,2.3966,4.9639
2774,302,33,3,1.4072,1.96,1.3496,1.3608,2.8065
2775,302,33,4,0.9226,1.87,0.8834,0.8917,1.8485
2776,302,33,5,1.3159,1.96,1.2496,1.2565,2.5204
2777,302,33,6,3.2383,1.96,3.055,3.0901,6.4073
2778,302,33,7,0.4624,1.87,0.4364,0.4415,0.9138
2779,302,33,8,1.5946,1.87,1.5003,1.5187,3.1523
2780,302,33,9,0.8531,1.96,0.8167,0.8212,1.6604
2781,302,33,10,1.9355,1.96,1.8271,1.8439,3.7643
2782,302,33,average,1.5361,1.87,1.4606,1.4737,3.0262
2783,303,33,1,1.0101,1.87,0.9672,0.9754,2.0106
2784,303,33,2,2.4829,1.96,2.3756,2.3968,4.9644
2785,303,33,3,1.4117,1.96,1.354,1.3651,2.8155
2786,303,33,4,0.926,1.87,0.8867,0.8949,1.8552
2787,303,33,5,1.3194,1.96,1.2529,1.2599,2.527
2788,303,33,6,3.2422,1.96,3.0586,3.0937,6.4149
2789,303,33,7,0.4626,1.87,0.4366,0.4416,0.9141
2790,303,33,8,1.596,1.87,1.5016,1.52,3.1551
2791,303,33,9,0.8545,1.96,0.8181,0.8226,1.6631
2792,303,33,10,1.9383,1.96,1.8298,1.8466,3.7697
2793,303,33,average,1.5391,1.87,1.4634,1.4765,3.0321
2794,304,33,1,1.0118,1.87,0.9687,0.977,2.0139
2795,304,33,2,2.4832,1.96,2.3759,2.3971,4.965
2796,304,33,3,1.4162,1.96,1.3583,1.3695,2.8244
2797,304,33,4,0.9294,1.87,0.8899,0.8982,1.8619
2798,304,33,5,1.3229,1.96,1.2562,1.2632,2.5337
2799,304,33,6,3.246,1.96,3.0622,3.0973,6.4223
2800,304,33,7,0.4627,1.87,0.4368,0.4418,0.9144
2801,304,33,8,1.5974,1.87,1.5029,1.5213,3.1578
2802,304,33,9,0.8559,1.96,0.8194,0.8239,1.6658
2803,304,33,10,1.9411,1.96,1.8324,1.8492,3.775
2804,304,33,average,1.5421,1.87,1.4662,1.4794,3.0379
2805,305,33,1,1.0134,1.87,0.9703,0.9786,2.0171
2806,305,33,2,2.4834,1.96,2.3761,2.3973,4.9655
2807,305,33,3,1.4207,1.96,1.3626,1.3738,2.8333
2808,305,33,4,0.9328,1.87,0.8931,0.9014,1.8686
2809,305,33,5,1.3264,1.96,1.2595,1.2665,2.5403
2810,305,33,6,3.2498,1.96,3.0657,3.1009,6.4297
2811,305,33,7,0.4629,1.87,0.4369,0.442,0.9148
2812,305,33,8,1.5987,1.87,1.5042,1.5226,3.1604
2813,305,33,9,0.8573,1.96,0.8207,0.8253,1.6685
2814,305,33,10,1.9438,1.96,1.8349,1.8518,3.7803
2815,305,33,average,1.5451,1.87,1.469,1.4822,3.0437
2816,306,33,1,1.015,1.87,0.9718,0.9801,2.0203
2817,306,33,2,2.4837,1.96,2.3764,2.3976,4.966
2818,306,33,3,1.4252,1.96,1.3669,1.3782,2.8422
2819,306,33,4,0.9361,1.87,0.8963,0.9046,1.8753
2820,306,33,5,1.3299,1.96,1.2628,1.2698,2.5468
2821,306,33,6,3.2535,1.96,3.0692,3.1045,6.437
2822,306,33,7,0.4631,1.87,0.4371,0.4421,0.9151
2823,306,33,8,1.6001,1.87,1.5054,1.5239,3.1631
2824,306,33,9,0.8586,1.96,0.822,0.8266,1.6711
2825,306,33,10,1.9465,1.96,1.8375,1.8544,3.7856
2826,306,33,average,1.548,1.87,1.4718,1.485,3.0494
2827,307,33,1,1.0166,1.87,0.9734,0.9817,2.0235
2828,307,33,2,2.4839,1.96,2.3766,2.3978,4.9664
2829,307,33,3,1.4297,1.96,1.3711,1.3825,2.8511
2830,307,33,4,0.9394,1.87,0.8994,0.9078,1.8819
2831,307,33,5,1.3334,1.96,1.266,1.2731,2.5534
2832,307,33,6,3.2573,1.96,3.0727,3.108,6.4442
2833,307,33,7,0.4632,1.87,0.4372,0.4423,0.9154
2834,307,33,8,1.6014,1.87,1.5067,1.5252,3.1657
2835,307,33,9,0.86,1.96,0.8233,0.8279,1.6738
2836,307,33,10,1.9492,1.96,1.84,1.8569,3.7907
2837,307,33,average,1.5509,1.87,1.4746,1.4878,3.0551
2838,308,33,1,1.0182,1.87,0.9749,0.9832,2.0266
2839,308,33,2,2.4841,1.96,2.3768,2.398,4.9669
2840,308,33,3,1.4342,1.96,1.3754,1.3868,2.8599
2841,308,33,4,0.9427,1.87,0.9026,0.911,1.8885
2842,308,33,5,1.3369,1.96,1.2693,1.2764,2.5599
2843,308,33,6,3.2609,1.96,3.0761,3.1114,6.4514
2844,308,33,7,0.4634,1.87,0.4374,0.4424,0.9157
2845,308,33,8,1.6027,1.87,1.5079,1.5264,3.1683
2846,308,33,9,0.8614,1.96,0.8246,0.8292,1.6764
2847,308,33,10,1.9519,1.96,1.8425,1.8595,3.7959
2848,308,33,average,1.5538,1.87,1.4773,1.4906,3.0607
2849,309,33,1,1.0198,1.87,0.9764,0.9847,2.0297
2850,309,33,2,2.4844,1.96,2.377,2.3982,4.9673
2851,309,33,3,1.4387,1.96,1.3796,1.3911,2.8687
2852,309,33,4,0.946,1.87,0.9057,0.9142,1.895
2853,309,33,5,1.3403,1.96,1.2725,1.2796,2.5663
2854,309,33,6,3.2645,1.96,3.0795,3.1148,6.4584
2855,309,33,7,0.4636,1.87,0.4375,0.4426,0.916
2856,309,33,8,1.604,1.87,1.5091,1.5277,3.1708
2857,309,33,9,0.8627,1.96,0.8259,0.8305,1.679
2858,309,33,10,1.9546,1.96,1.845,1.862,3.801
2859,309,33,average,1.5567,1.87,1.48,1.4933,3.0663
2860,310,33,1,1.0213,1.87,0.9779,0.9862,2.0328
2861,310,33,2,2.4846,1.96,2.3772,2.3985,4.9678
2862,310,33,3,1.4431,1.96,1.3839,1.3953,2.8775
2863,310,33,4,0.9493,1.87,0.9088,0.9173,1.9015
2864,310,33,5,1.3437,1.96,1.2757,1.2828,2.5728
2865,310,33,6,3.2681,1.96,3.0828,3.1182,6.4654
2866,310,33,7,0.4637,1.87,0.4377,0.4427,0.9163
2867,310,33,8,1.6053,1.87,1.5103,1.5289,3.1734
2868,310,33,9,0.8641,1.96,0.8272,0.8318,1.6816
2869,310,33,10,1.9572,1.96,1.8475,1.8645,3.8061
2870,310,33,average,1.5595,1.87,1.4827,1.496,3.0719
2871,311,33,1,1.0228,1.87,0.9793,0.9877,2.0358
2872,311,33,2,2.4848,1.96,2.3774,2.3987,4.9682
2873,311,33,3,1.4476,1.96,1.3881,1.3996,2.8862
2874,311,33,4,0.9526,1.87,0.912,0.9205,1.908
2875,311,33,5,1.3471,1.96,1.2789,1.286,2.5792
2876,311,33,6,3.2717,1.96,3.0862,3.1216,6.4723
2877,311,33,7,0.4639,1.87,0.4378,0.4429,0.9166
2878,311,33,8,1.6066,1.87,1.5115,1.5301,3.1759
2879,311,33,9,0.8654,1.96,0.8285,0.8331,1.6842
2880,311,33,10,1.9598,1.96,1.8499,1.8669,3.8111
2881,311,33,average,1.5624,1.87,1.4854,1.4987,3.0774
2882,312,33,1,1.0244,1.87,0.9808,0.9891,2.0388
2883,312,33,2,2.485,1.96,2.3776,2.3989,4.9686
2884,312,33,3,1.452,1.96,1.3923,1.4038,2.895
2885,312,33,4,0.9558,1.87,0.915,0.9236,1.9145
2886,312,33,5,1.3505,1.96,1.2821,1.2892,2.5855
2887,312,33,6,3.2752,1.96,3.0894,3.1249,6.4791
2888,312,33,7,0.464,1.87,0.438,0.443,0.9169
2889,312,33,8,1.6078,1.87,1.5127,1.5313,3.1783
2890,312,33,9,0.8667,1.96,0.8297,0.8343,1.6868
2891,312,33,10,1.9624,1.96,1.8524,1.8694,3.8161
2892,312,33,average,1.5652,1.87,1.4881,1.5014,3.0829
2893,313,33,1,1.0259,1.87,0.9822,0.9906,2.0418
2894,313,33,2,2.4852,1.96,2.3778,2.3991,4.969
2895,313,33,3,1.4564,1.96,1.3965,1.4081,2.9037
2896,313,33,4,0.959,1.87,0.9181,0.9267,1.9209
2897,313,33,5,1.3539,1.96,1.2852,1.2924,2.5918
2898,313,33,6,3.2786,1.96,3.0927,3.1282,6.4859
2899,313,33,7,0.4642,1.87,0.4381,0.4432,0.9172
2900,313,33,8,1.6091,1.87,1.5139,1.5324,3.1808
2901,313,33,9,0.8681,1.96,0.831,0.8356,1.6893
2902,313,33,10,1.965,1.96,1.8548,1.8718,3.821
2903,313,33,average,1.568,1.87,1.4907,1.5041,3.0884
2904,314,33,1,1.0273,1.87,0.9836,0.992,2.0447
2905,314,33,2,2.4854,1.96,2.378,2.3992,4.9694
2906,314,33,3,1.4608,1.96,1.4007,1.4123,2.9124
2907,314,33,4,0.9622,1.87,0.9212,0.9298,1.9273
2908,314,33,5,1.3572,1.96,1.2884,1.2956,2.5981
2909,314,33,6,3.2821,1.96,3.0959,3.1314,6.4926
2910,314,33,7,0.4643,1.87,0.4383,0.4433,0.9175
2911,314,33,8,1.6103,1.87,1.515,1.5336,3.1832
2912,314,33,9,0.8694,1.96,0.8322,0.8369,1.6918
2913,314,33,10,1.9675,1.96,1.8572,1.8742,3.8259
2914,314,33,average,1.5708,1.87,1.4933,1.5067,3.0938
2915,315,33,1,1.0288,1.87,0.985,0.9934,2.0476
2916,315,33,2,2.4856,1.96,2.3782,2.3994,4.9698
2917,315,33,3,1.4652,1.96,1.4049,1.4165,2.921
2918,315,33,4,0.9654,1.87,0.9242,0.9329,1.9336
2919,315,33,5,1.3605,1.96,1.2915,1.2987,2.6044
2920,315,33,6,3.2854,1.96,3.099,3.1346,6.4992
2921,315,33,7,0.4644,1.87,0.4384,0.4434,0.9178
2922,315,33,8,1.6115,1.87,1.5162,1.5348,3.1856
2923,315,33,9,0.8707,1.96,0.8335,0.8381,1.6943
2924,315,33,10,1.9701,1.96,1.8595,1.8766,3.8308
2925,315,33,average,1.5735,1.87,1.4959,1.5093,3.0992
2926,316,33,1,1.0303,1.87,0.9864,0.9948,2.0505
2927,316,33,2,2.4858,1.96,2.3784,2.3996,4.9701
2928,316,33,3,1.4696,1.96,1.4091,1.4207,2.9297
2929,316,33,4,0.9686,1.87,0.9272,0.9359,1.94
2930,316,33,5,1.3638,1.96,1.2946,1.3018,2.6106
2931,316,33,6,3.2888,1.96,3.1022,3.1378,6.5057
2932,316,33,7,0.4646,1.87,0.4385,0.4436,0.9181
2933,316,33,8,1.6127,1.87,1.5173,1.5359,3.1879
2934,316,33,9,0.872,1.96,0.8347,0.8393,1.6968
2935,316,33,10,1.9726,1.96,1.8619,1.879,3.8356
2936,316,33,average,1.5763,1.87,1.4985,1.5119,3.1045
2937,317,33,1,1.0317,1.87,0.9878,0.9962,2.0533
2938,317,33,2,2.486,1.96,2.3786,2.3998,4.9705
2939,317,33,3,1.474,1.96,1.4132,1.4249,2.9383
2940,317,33,4,0.9717,1.87,0.9303,0.939,1.9462
2941,317,33,5,1.3671,1.96,1.2977,1.3049,2.6168
2942,317,33,6,3.2921,1.96,3.1053,3.1409,6.5122
2943,317,33,7,0.4647,1.87,0.4387,0.4437,0.9184
2944,317,33,8,1.6139,1.87,1.5184,1.537,3.1903
2945,317,33,9,0.8733,1.96,0.836,0.8406,1.6993
2946,317,33,10,1.9751,1.96,1.8642,1.8813,3.8403
2947,317,33,average,1.579,1.87,1.5011,1.5145,3.1098
2948,318,33,1,1.0331,1.87,0.9891,0.9976,2.0561
2949,318,33,2,2.4861,1.96,2.3787,2.3999,4.9708
2950,318,33,3,1.4783,1.96,1.4174,1.4291,2.9469
2951,318,33,4,0.9749,1.87,0.9333,0.942,1.9525
2952,318,33,5,1.3704,1.96,1.3008,1.308,2.6229
2953,318,33,6,3.2954,1.96,3.1083,3.144,6.5185
2954,318,33,7,0.4649,1.87,0.4388,0.4438,0.9186
2955,318,33,8,1.6151,1.87,1.5195,1.5382,3.1926
2956,318,33,9,0.8746,1.96,0.8372,0.8418,1.7018
2957,318,33,10,1.9775,1.96,1.8665,1.8837,3.8451
2958,318,33,average,1.5817,1.87,1.5036,1.5171,3.115
2959,319,33,1,1.0345,1.87,0.9904,0.9989,2.0589
2960,319,33,2,2.4863,1.96,2.3789,2.4001,4.9712
2961,319,33,3,1.4827,1.96,1.4215,1.4333,2.9554
2962,319,33,4,0.978,1.87,0.9362,0.945,1.9587
2963,319,33,5,1.3737,1.96,1.3038,1.3111,2.6291
2964,319,33,6,3.2986,1.96,3.1114,3.1471,6.5249
2965,319,33,7,0.465,1.87,0.4389,0.444,0.9189
2966,319,33,8,1.6162,1.87,1.5206,1.5393,3.1949
2967,319,33,9,0.8758,1.96,0.8384,0.843,1.7043
2968,319,33,10,1.98,1.96,1.8688,1.886,3.8498
2969,319,33,average,1.5843,1.87,1.5061,1.5197,3.1203
2970,320,33,1,1.0359,1.87,0.9918,1.0002,2.0616
2971,320,33,2,2.4865,1.96,2.379,2.4003,4.9715
2972,320,33,3,1.487,1.96,1.4257,1.4374,2.964
2973,320,33,4,0.9811,1.87,0.9392,0.948,1.9649
2974,320,33,5,1.3769,1.96,1.3069,1.3141,2.6351
2975,320,33,6,3.3018,1.96,3.1144,3.1501,6.5311
2976,320,33,7,0.4651,1.87,0.439,0.4441,0.9192
2977,320,33,8,1.6174,1.87,1.5217,1.5403,3.1971
2978,320,33,9,0.8771,1.96,0.8396,0.8442,1.7067
2979,320,33,10,1.9824,1.96,1.8711,1.8883,3.8544
2980,320,33,average,1.587,1.87,1.5087,1.5222,3.1254
2981,321,33,1,1.0373,1.87,0.9931,1.0016,2.0643
2982,321,33,2,2.4866,1.96,2.3792,2.4004,4.9718
2983,321,33,3,1.4913,1.96,1.4298,1.4416,2.9725
2984,321,33,4,0.9842,1.87,0.9422,0.951,1.9711
2985,321,33,5,1.3801,1.96,1.3099,1.3172,2.6412
2986,321,33,6,3.305,1.96,3.1173,3.1531,6.5373
2987,321,33,7,0.4653,1.87,0.4392,0.4442,0.9194
2988,321,33,8,1.6185,1.87,1.5227,1.5414,3.1993
2989,321,33,9,0.8784,1.96,0.8408,0.8454,1.7091
2990,321,33,10,1.9848,1.96,1.8733,1.8905,3.8591
2991,321,33,average,1.5896,1.87,1.5111,1.5247,3.1306
2992,322,33,1,1.0386,1.87,0.9944,1.0029,2.067
2993,322,33,2,2.4868,1.96,2.3793,2.4006,4.9721
2994,322,33,3,1.4956,1.96,1.4339,1.4457,2.981
2995,322,33,4,0.9873,1.87,0.9451,0.9539,1.9772
2996,322,33,5,1.3833,1.96,1.3129,1.3202,2.6472
2997,322,33,6,3.3081,1.96,3.1202,3.1561,6.5434
2998,322,33,7,0.4654,1.87,0.4393,0.4443,0.9197
2999,322,33,8,1.6197,1.87,1.5238,1.5425,3.2015
3000,322,33,9,0.8796,1.96,0.842,0.8466,1.7115
3001,322,33,10,1.9872,1.96,1.8756,1.8928,3.8636
3002,322,33,average,1.5923,1.87,1.5136,1.5272,3.1357
3003,323,33,1,1.04,1.87,0.9956,1.0041,2.0697
3004,323,33,2,2.487,1.96,2.3795,2.4007,4.9724
3005,323,33,3,1.4999,1.96,1.438,1.4499,2.9895
3006,323,33,4,0.9904,1.87,0.948,0.9569,1.9833
3007,323,33,5,1.3865,1.96,1.3159,1.3232,2.6532
3008,323,33,6,3.3112,1.96,3.1231,3.159,6.5494
3009,323,33,7,0.4655,1.87,0.4394,0.4445,0.9199
3010,323,33,8,1.6208,1.87,1.5248,1.5435,3.2037
3011,323,33,9,0.8809,1.96,0.8432,0.8478,1.7139
3012,323,33,10,1.9896,1.96,1.8778,1.895,3.8682
3013,323,33,average,1.5949,1.87,1.5161,1.5297,3.1408
3014,324,33,1,1.0413,1.87,0.9969,1.0054,2.0723
3015,324,33,2,2.4871,1.96,2.3796,2.4009,4.9727
3016,324,33,3,1.5042,1.96,1.442,1.454,2.9979
3017,324,33,4,0.9934,1.87,0.9509,0.9598,1.9894
3018,324,33,5,1.3897,1.96,1.3189,1.3262,2.6592
3019,324,33,6,3.3143,1.96,3.126,3.1619,6.5554
3020,324,33,7,0.4656,1.87,0.4395,0.4446,0.9202
3021,324,33,8,1.6219,1.87,1.5259,1.5446,3.2059
3022,324,33,9,0.8821,1.96,0.8443,0.849,1.7163
3023,324,33,10,1.9919,1.96,1.88,1.8973,3.8727
3024,324,33,average,1.5974,1.87,1.5185,1.5321,3.1458
3025,325,33,1,1.0426,1.87,0.9982,1.0067,2.0749
3026,325,33,2,2.4873,1.96,2.3798,2.401,4.973
3027,325,33,3,1.5085,1.96,1.4461,1.4581,3.0063
3028,325,33,4,0.9964,1.87,0.9538,0.9627,1.9954
3029,325,33,5,1.3928,1.96,1.3218,1.3292,2.6651
3030,325,33,6,3.3173,1.96,3.1288,3.1648,6.5613
3031,325,33,7,0.4658,1.87,0.4396,0.4447,0.9204
3032,325,33,8,1.6229,1.87,1.5269,1.5456,3.208
3033,325,33,9,0.8833,1.96,0.8455,0.8502,1.7187
3034,325,33,10,1.9942,1.96,1.8822,1.8995,3.8771
3035,325,33,average,1.6,1.87,1.5209,1.5346,3.1508
3036,326,33,1,1.0439,1.87,0.9994,1.0079,2.0775
3037,326,33,2,2.4874,1.96,2.3799,2.4011,4.9733
3038,326,33,3,1.5127,1.96,1.4502,1.4622,3.0147
3039,326,33,4,0.9994,1.87,0.9567,0.9656,2.0014
3040,326,33,5,1.396,1.96,1.3248,1.3321,2.671
3041,326,33,6,3.3203,1.96,3.1316,3.1676,6.5671
3042,326,33,7,0.4659,1.87,0.4397,0.4448,0.9206
3043,326,33,8,1.624,1.87,1.5279,1.5466,3.2101
3044,326,33,9,0.8846,1.96,0.8467,0.8514,1.721
3045,326,33,10,1.9965,1.96,1.8843,1.9016,3.8816
3046,326,33,average,1.6025,1.87,1.5233,1.537,3.1558
3047,327,33,1,1.0452,1.87,1.0006,1.0092,2.08
3048,327,33,2,2.4875,1.96,2.38,2.4013,4.9736
3049,327,33,3,1.517,1.96,1.4542,1.4662,3.0231
3050,327,33,4,1.0024,1.87,0.9595,0.9685,2.0074
3051,327,33,5,1.3991,1.96,1.3277,1.3351,2.6768
3052,327,33,6,3.3233,1.96,3.1344,3.1704,6.5729
3053,327,33,7,0.466,1.87,0.4399,0.4449,0.9209
3054,327,33,8,1.6251,1.87,1.5289,1.5476,3.2122
3055,327,33,9,0.8858,1.96,0.8478,0.8525,1.7234
3056,327,33,10,1.9988,1.96,1.8865,1.9038,3.886
3057,327,33,average,1.6051,1.87,1.5257,1.5394,3.1607
3058,328,33,1,1.0465,1.87,1.0018,1.0104,2.0825
3059,328,33,2,2.4877,1.96,2.3802,2.4014,4.9738
3060,328,33,3,1.5212,1.96,1.4582,1.4703,3.0315
3061,328,33,4,1.0054,1.87,0.9624,0.9714,2.0133
3062,328,33,5,1.4022,1.96,1.3306,1.338,2.6827
3063,328,33,6,3.3262,1.96,3.1371,3.1732,6.5786
3064,328,33,7,0.4661,1.87,0.44,0.445,0.9211
3065,328,33,8,1.6261,1.87,1.5299,1.5486,3.2143
3066,328,33,9,0.887,1.96,0.849,0.8537,1.7257
3067,328,33,10,2.0011,1.96,1.8886,1.9059,3.8903
3068,328,33,average,1.6076,1.87,1.5281,1.5418,3.1656
3069,329,33,1,1.0477,1.87,1.003,1.0116,2.085
3070,329,33,2,2.4878,1.96,2.3803,2.4015,4.9741
3071,329,33,3,1.5255,1.96,1.4623,1.4744,3.0398
3072,329,33,4,1.0084,1.87,0.9652,0.9743,2.0192
3073,329,33,5,1.4053,1.96,1.3335,1.3409,2.6885
3074,329,33,6,3.3291,1.96,3.1399,3.1759,6.5843
3075,329,33,7,0.4662,1.87,0.4401,0.4452,0.9213
3076,329,33,8,1.6272,1.87,1.5308,1.5496,3.2163
3077,329,33,9,0.8882,1.96,0.8501,0.8548,1.728
3078,329,33,10,2.0033,1.96,1.8907,1.9081,3.8946
3079,329,33,average,1.6101,1.87,1.5305,1.5442,3.1704
3080,330,33,1,1.049,1.87,1.0042,1.0128,2.0874
